millis,bmetemp(*C),bmepres(Pa),bmehum(%),bmegas_res(KOhm),bmealt(m),accX (mg),accY (mg),accZ (mg),gyrX (deg/sec),gyrY (deg/sec),gyrZ (deg/sec),magX(uT),magY(uT),magZ(uT),ozone concentration,
7770215,35.08560,95226,9.32982,40.41600,520.62836,1.11266,2.63450,9.50429,0.02046,-0.03940,0.01130,-11.15171,20.49109,-34.77053,20,
7771564,35.09665,95225,9.33018,40.53300,520.71558,1.12702,2.65603,9.38226,0.02077,-0.03696,0.00855,-11.34171,20.34493,-35.66209,20,
7772910,35.10737,95225,9.34987,40.53300,520.62836,1.11984,2.66321,9.50429,0.02566,-0.04032,0.01038,-11.28325,20.97340,-35.79362,20,
7774259,35.11716,95225,9.34534,40.57200,520.71558,1.04088,2.63450,9.48276,0.02443,-0.03574,0.00977,-11.29787,20.43262,-35.04823,20,
7775611,35.12410,95226,9.35524,40.37700,520.54120,1.01216,2.64168,9.51147,0.02291,-0.03635,0.00916,-11.57556,20.65186,-36.26133,20,
7776960,35.13420,95226,9.34589,40.37700,520.62836,1.14138,2.60578,9.41097,0.02413,-0.03848,0.00977,-10.97632,20.57878,-35.85209,20,
7778310,35.14272,95225,9.35584,40.33800,520.71558,1.08395,2.69193,9.41815,0.02474,-0.03726,0.00764,-10.74247,20.72493,-35.74978,20,
7779658,35.15061,95225,9.36093,40.06900,520.62836,1.13420,2.72782,9.39661,0.02107,-0.04123,0.01283,-10.77170,20.59340,-36.14440,20,
7781015,35.15597,95227,9.37078,40.22300,520.54120,1.17009,2.64168,9.44686,0.02413,-0.03787,0.00794,-10.81555,20.41801,-35.80824,20,
7782363,35.16418,95225,9.37105,39.91700,520.71558,1.09113,2.63450,9.42533,0.02291,-0.03726,0.01222,-10.84478,20.11108,-35.28208,20,
7783762,35.15282,95225,9.38036,39.84200,520.71558,1.08395,2.56989,9.41097,0.02627,-0.03848,0.00886,-9.79246,20.38877,-35.55978,20,
7785111,35.16165,95224,9.40485,39.99300,520.71558,1.12702,2.64168,9.38226,0.02596,-0.03879,0.01283,-11.07863,20.16954,-35.82286,20,
7786462,35.18090,95225,9.41031,39.87900,520.71558,1.11266,2.63450,9.54736,0.02443,-0.03787,0.01252,-10.12862,20.31570,-35.36977,20,
7787810,35.19447,95225,9.40106,39.91700,520.62836,1.25623,2.62014,9.39661,0.02199,-0.03665,0.01100,-10.46478,20.71032,-35.73516,20,
7789160,35.20646,95226,9.40145,40.03100,520.62836,1.11984,2.64168,9.49711,0.02535,-0.03879,0.01344,-10.47939,20.12569,-35.50132,20,
7790509,35.21656,95226,9.40177,39.99300,520.71558,1.09831,2.70628,9.44686,0.02260,-0.04123,0.01222,-10.49401,20.14031,-33.95206,20,
7791861,35.22288,95225,9.40198,39.80400,520.71558,1.21316,2.64168,9.41815,0.02260,-0.03696,0.01038,-10.56709,20.37416,-35.44285,20,
7793212,35.23297,95224,9.39746,39.91700,520.80273,1.05523,2.68475,9.40379,0.02657,-0.03757,0.01130,-11.07863,20.44724,-35.36977,20,
7794561,35.24307,95224,9.39294,40.06900,520.88995,1.09113,2.57707,9.46122,0.02291,-0.03696,0.01100,-10.90324,20.46185,-36.04210,20,
7795909,35.25380,95223,9.37392,40.14600,520.88995,1.13420,2.67039,9.48276,0.02352,-0.03940,0.00916,-10.78632,20.11108,-35.36977,20,
7797261,35.25948,95224,9.36442,40.14600,520.80273,1.14855,2.66321,9.49711,0.02443,-0.03696,0.00977,-11.54633,20.44724,-35.15054,20,
7798610,35.26894,95224,9.35020,40.14600,520.88995,1.15573,2.63450,9.51147,0.02474,-0.03604,0.01252,-10.45016,20.30108,-34.46361,20,
7799959,35.27747,95224,9.32627,40.37700,520.80273,1.11266,2.62732,9.37508,0.02169,-0.03604,0.01038,-11.06402,21.07571,-34.56592,20,
7801308,35.28599,95224,9.32170,39.99300,520.80273,1.22752,2.63450,9.44686,0.02138,-0.03726,0.01191,-11.10786,20.50570,-34.77053,20,
7802708,35.27179,95224,9.30673,39.76600,520.80273,1.14138,2.70628,9.48993,0.02474,-0.03818,0.00947,-11.38556,20.62263,-34.87284,20,
7804058,35.28252,95224,9.31675,39.87900,520.71558,1.20598,2.73500,9.47558,0.02443,-0.03512,0.00886,-11.02017,20.59340,-35.26747,20,
7805411,35.29861,95225,9.32211,40.14600,520.80273,1.17009,2.60578,9.52583,0.02474,-0.03543,0.01100,-10.80094,20.75417,-34.94592,20,
7806763,35.31124,95224,9.31283,39.95500,520.71558,1.19163,2.68475,9.48276,0.02627,-0.03604,0.00916,-10.77170,20.69570,-34.82899,20,
7808111,35.32354,95225,9.30838,40.26100,520.71558,1.14138,2.60578,9.54736,0.02230,-0.03574,0.00886,-10.78632,20.54955,-35.50132,20,
7809460,35.33490,95225,9.30874,39.99300,520.62836,1.11266,2.68475,9.43969,0.02321,-0.03543,0.00916,-10.74247,20.60801,-35.69132,20,
7810806,35.34468,95225,9.28486,40.37700,520.71558,1.11984,2.64885,9.40379,0.02413,-0.04062,0.01191,-10.80094,20.69570,-36.02748,20,
7812159,35.34753,95224,9.25592,40.49400,520.80273,1.12702,2.62014,9.47558,0.02199,-0.04032,0.01222,-10.59632,20.71032,-35.31131,20,
7813508,35.35163,95223,9.22703,40.65000,520.97980,1.14855,2.63450,9.38944,0.02505,-0.03757,0.01252,-11.06402,20.90032,-35.63285,20,
7814857,35.36362,95224,9.20323,40.49400,520.71558,1.09113,2.58425,9.43969,0.02260,-0.03726,0.00947,-10.88863,20.52032,-35.25285,20,
7816206,35.37530,95224,9.18909,40.57200,520.80273,1.23470,2.65603,9.43969,0.02688,-0.03848,0.01222,-10.74247,20.34493,-34.88746,20,
7817563,35.38192,95224,9.17963,40.49400,520.80273,1.18445,2.67039,9.31765,0.02291,-0.03512,0.01252,-11.02017,21.16340,-35.23823,20,
7818911,35.39265,95224,9.18964,40.30000,520.80273,1.09831,2.66321,9.41815,0.02443,-0.03665,0.01069,-10.74247,20.53493,-34.58053,20,
7820260,35.40086,95224,9.19473,40.57200,520.80273,1.17009,2.63450,9.45404,0.02505,-0.03665,0.01313,-10.08477,20.34493,-33.89360,20,
7821651,35.38729,95223,9.17496,40.33800,520.88995,1.17727,2.62014,9.48993,0.01833,-0.03971,0.01191,-10.96171,20.28647,-33.74744,20,
7823002,35.39770,95223,9.18013,40.41600,520.80273,1.16291,2.61296,9.43969,0.02352,-0.03482,0.01283,-10.94709,20.22800,-34.40514,20,
7824351,35.41758,95224,9.19042,40.18400,520.80273,1.21316,2.55553,9.49711,0.02077,-0.03971,0.00825,-10.42093,20.52032,-34.69746,20,
7825699,35.43273,95224,9.19574,40.30000,520.71558,1.10548,2.61296,9.41815,0.02291,-0.03787,0.01100,-10.78632,20.24262,-35.54516,20,
7827049,35.44598,95224,9.19132,40.30000,520.88995,1.22034,2.60578,9.49711,0.02413,-0.03757,0.00886,-11.50249,20.75417,-34.90208,20,
7828406,35.45103,95224,9.18181,40.06900,520.80273,1.16291,2.65603,9.46840,0.02382,-0.03818,0.00733,-11.21017,20.37416,-35.31131,20,
7829754,35.46177,95224,9.18698,40.26100,520.80273,1.11984,2.65603,9.34636,0.02596,-0.04123,0.00702,-11.09325,20.33031,-35.79362,20,
7831102,35.47344,95224,9.20186,40.14600,520.80273,1.13420,2.59861,9.43969,0.02596,-0.03757,0.00947,-11.13709,20.56416,-35.07746,20,
7832452,35.48417,95224,9.19736,40.06900,520.80273,1.19163,2.61296,9.37508,0.02107,-0.03574,0.00916,-10.36247,20.57878,-35.25285,20,
7833803,35.49080,95223,9.20240,40.26100,520.88995,1.15573,2.64168,9.41815,0.01833,-0.03787,0.01497,-10.58170,20.62263,-35.26747,20,
7835152,35.49995,95222,9.19786,40.03100,520.88995,1.18445,2.66321,9.44686,0.02138,-0.03574,0.01008,-10.07016,20.63724,-34.98977,20,
7836502,35.50910,95223,9.19814,40.18400,520.88995,1.19880,2.64885,9.43969,0.02291,-0.03696,0.00977,-10.37708,20.11108,-34.18591,20,
7837850,35.51888,95224,9.19845,40.06900,520.88995,1.19163,2.68475,9.41815,0.02199,-0.04001,0.01069,-10.20170,20.60801,-35.36977,20,
7839249,35.50311,95224,9.19312,39.80400,520.80273,1.09113,2.75653,9.41097,0.02443,-0.03787,0.01069,-10.43554,20.72493,-35.76440,20,
7840602,35.51194,95224,9.18856,39.87900,520.88995,1.14855,2.65603,9.39661,0.02596,-0.03635,0.01130,-10.34785,20.66647,-35.29670,20,
7841950,35.52677,95223,9.18903,39.72900,520.97980,1.17009,2.64168,9.41815,0.02230,-0.03665,0.00947,-10.87401,20.43262,-35.48670,20,
7843299,35.54097,95222,9.19915,39.99300,520.97980,1.22752,2.57707,9.42533,0.02230,-0.03635,0.00764,-10.56709,21.04648,-35.42824,20,
7844651,35.55202,95223,9.20917,39.99300,520.88995,1.20598,2.58425,9.41815,0.02199,-0.03726,0.00794,-10.78632,20.73955,-35.70593,20,
7845999,35.56338,95224,9.18534,39.76600,520.80273,1.20598,2.61296,9.43251,0.02321,-0.04062,0.01283,-10.53785,20.31570,-35.55978,20,
7847349,35.57221,95223,9.20498,39.84200,520.88995,1.18445,2.65603,9.42533,0.02321,-0.03879,0.01038,-11.16633,20.57878,-34.09822,20,
7848700,35.58042,95223,9.18588,39.69100,520.88995,1.19163,2.56271,9.41097,0.02138,-0.03879,0.00947,-11.03479,20.78340,-34.46361,20,
7850050,35.58799,95224,9.19096,39.84200,520.80273,1.19880,2.67757,9.38944,0.02505,-0.03787,0.01069,-10.64016,20.53493,-34.17130,20,
7851399,35.59588,95224,9.18637,39.72900,520.88995,1.23470,2.62014,9.46122,0.02077,-0.03757,0.00794,-10.52324,20.63724,-34.50745,20,
7852752,35.60283,95222,9.19143,39.61700,520.97980,1.19163,2.67757,9.40379,0.02535,-0.03726,0.01191,-10.88863,20.81263,-35.23823,20,
7854104,35.60882,95222,9.18194,39.72900,520.97980,1.14855,2.67757,9.38944,0.02291,-0.03696,0.01191,-10.90324,21.10494,-35.19439,20,
7855453,35.61766,95221,9.19673,39.72900,520.97980,1.21316,2.62732,9.47558,0.02107,-0.03940,0.00947,-11.02017,20.73955,-34.96054,20,
7856801,35.62870,95221,9.18740,39.57900,520.97980,1.08395,2.68475,9.39661,0.02077,-0.03818,0.00947,-10.58170,21.32417,-35.77901,20,
7858200,35.61324,95221,9.18692,39.32000,520.97980,1.19880,2.59861,9.39661,0.02046,-0.03879,0.00916,-11.04940,20.16954,-35.45747,20,
7859553,35.62049,95221,9.20166,39.39400,520.97980,1.21316,2.64168,9.43969,0.02107,-0.03512,0.01038,-10.52324,20.69570,-34.50745,20,
7860901,35.63628,95221,9.20700,39.39400,520.97980,1.20598,2.59143,9.41097,0.01985,-0.03910,0.01283,-10.68401,20.71032,-34.71207,20,
7862251,35.65205,95221,9.20750,39.32000,520.97980,1.11266,2.59861,9.40379,0.02474,-0.03635,0.00855,-10.62555,21.14879,-35.23823,20,
7863601,35.66405,95221,9.21756,39.32000,521.06433,1.18445,2.64885,9.42533,0.02352,-0.03543,0.01038,-10.05554,20.79801,-34.62438,20,
7864956,35.66973,95221,9.20806,39.46800,521.06433,1.20598,2.66321,9.51147,0.02657,-0.03757,0.01008,-10.24554,20.56416,-34.97515,20,
7866303,35.68203,95221,9.23265,39.24700,520.97980,1.17009,2.71346,9.35354,0.01833,-0.04001,0.00855,-10.65478,21.11956,-34.55130,20,
7867650,35.69434,95222,9.22820,39.39400,520.88995,1.26341,2.59143,9.38226,0.02474,-0.03299,0.01222,-11.34171,20.92955,-34.82899,20,
7868998,35.70286,95223,9.24783,39.28400,520.88995,1.19880,2.69910,9.45404,0.02321,-0.04123,0.01038,-10.55247,21.13417,-35.13593,20,
7870351,35.71138,95223,9.25779,39.24700,520.88995,1.14855,2.70628,9.48276,0.02474,-0.03879,0.01191,-10.34785,20.69570,-35.28208,20,
7871699,35.72054,95222,9.26292,39.02900,520.97980,1.21316,2.61296,9.40379,0.02505,-0.04123,0.01008,-10.59632,21.42648,-35.31131,20,
7873048,35.72968,95221,9.25837,38.95600,521.06433,1.19880,2.69193,9.42533,0.02413,-0.03635,0.01008,-10.52324,20.66647,-34.91669,20,
7874398,35.73915,95221,9.27805,39.10100,521.15417,1.15573,2.63450,9.38226,0.02535,-0.03543,0.01069,-11.34171,21.30956,-35.23823,20,
7875749,35.74483,95220,9.26854,39.13700,521.15417,1.21316,2.69193,9.40379,0.02169,-0.03696,0.01038,-10.12862,21.13417,-35.32593,20,
7877169,35.72211,95221,9.26297,38.84800,521.06433,1.19163,2.71346,9.41097,0.02169,-0.03910,0.00825,-10.69863,20.81263,-34.34668,20,
7878517,35.73442,95221,9.24884,39.17400,521.06433,1.27059,2.63450,9.51147,0.02657,-0.03787,0.01038,-10.85940,20.79801,-35.92517,20,
7879866,35.75525,95221,9.24466,39.28400,521.15417,1.15573,2.59143,9.38944,0.02535,-0.03604,0.01069,-11.31248,20.79801,-34.97515,20,
7881218,35.77008,95221,9.21607,39.17400,521.06433,1.17727,2.62732,9.49711,0.02566,-0.03910,0.00886,-10.46478,21.09032,-35.77901,20,
7882566,35.78333,95222,9.21165,39.32000,521.06433,1.10548,2.65603,9.36790,0.02138,-0.03665,0.01130,-10.88863,21.20725,-35.47208,20,
7883915,35.79311,95223,9.18291,39.46800,520.88995,1.21316,2.62732,9.43251,0.02474,-0.03787,0.00672,-10.43554,21.33879,-35.16515,20,
7885264,35.80258,95222,9.15901,39.57900,520.97980,1.23470,2.62732,9.33201,0.02657,-0.03787,0.01191,-10.61093,21.04648,-35.19439,20,
7886626,35.80164,95222,9.15414,39.28400,521.06433,1.28495,2.65603,9.43251,0.02413,-0.03696,0.00825,-10.49401,21.32417,-34.79977,20,
7887979,35.81268,95221,9.14481,39.54200,521.06433,1.21316,2.68475,9.51865,0.02077,-0.03940,0.00764,-11.06402,21.80649,-35.89594,20,
7889328,35.82436,95221,9.15486,39.50500,521.06433,1.12702,2.62732,9.36790,0.02443,-0.03940,0.00702,-10.58170,21.26571,-34.98977,20,
7890674,35.83635,95221,9.14072,39.69100,521.06433,1.19880,2.63450,9.43251,0.02566,-0.04001,0.01038,-11.06402,21.28033,-35.35516,20,
7892026,35.84676,95221,9.14104,39.54200,521.06433,1.13420,2.67039,9.41097,0.02382,-0.04001,0.01008,-10.62555,21.42648,-35.76440,20,
7893376,35.85529,95221,9.14615,39.35700,521.06433,1.14855,2.64885,9.40379,0.02321,-0.03635,0.00825,-10.61093,21.06109,-35.28208,20,
7894772,35.84235,95220,9.14090,39.24700,521.24139,1.19163,2.64885,9.45404,0.02352,-0.03543,0.01130,-10.56709,20.90032,-34.82899,20,
7896125,35.84929,95221,9.15564,39.28400,521.06433,1.14138,2.66321,9.39661,0.02443,-0.03787,0.00794,-10.94709,21.49956,-34.85823,20,
7897475,35.86759,95221,9.16590,39.24700,521.15417,1.18445,2.61296,9.38226,0.02352,-0.03940,0.01038,-11.03479,21.52879,-35.41362,20,
7898823,35.88242,95220,9.17121,39.39400,521.15417,1.21316,2.62732,9.36072,0.02413,-0.03848,0.00947,-10.40631,21.09032,-35.35516,20,
7900176,35.89221,95221,9.17151,39.21000,521.06433,1.27059,2.63450,9.40379,0.02627,-0.04459,0.01100,-11.21017,21.23648,-34.68284,20,
7901528,35.90136,95221,9.18149,39.06500,521.15417,1.12702,2.62014,9.46122,0.02535,-0.04154,0.00916,-11.35633,21.44110,-34.59515,20,
7902876,35.91082,95219,9.19631,39.32000,521.24139,1.19163,2.62014,9.48276,0.02169,-0.03848,0.01008,-11.31248,20.90032,-35.07746,20,
7904225,35.92156,95219,9.19181,39.17400,521.15417,1.18445,2.63450,9.37508,0.02474,-0.04001,0.00794,-10.81555,21.71880,-35.34055,20,
7905573,35.92724,95220,9.20168,38.99200,521.15417,1.15573,2.63450,9.38226,0.02505,-0.03696,0.01252,-11.25402,21.74803,-34.96054,20,
7906926,35.93449,95220,9.19706,39.17400,521.15417,1.17009,2.70628,9.46122,0.02169,-0.04184,0.00886,-10.84478,20.92955,-34.87284,20,
7908274,35.94396,95220,9.19736,39.06500,521.15417,1.09113,2.67757,9.43251,0.02688,-0.03726,0.01191,-10.61093,21.22186,-35.23823,20,
7909622,35.95248,95220,9.20247,38.99200,521.15417,1.24187,2.61296,9.46122,0.02016,-0.03543,0.00794,-10.93248,21.49956,-35.63285,20,
7910972,35.96132,95220,9.21729,39.02900,521.15417,1.19880,2.64168,9.38944,0.02657,-0.03482,0.01069,-10.91786,21.26571,-34.68284,20,
7912375,35.94617,95220,9.20712,38.63400,521.24139,1.11984,2.62014,9.39661,0.02718,-0.03635,0.01466,-10.68401,21.82111,-35.32593,20,
7913722,35.95501,95219,9.21224,38.56400,521.24139,1.27059,2.62732,9.53301,0.02230,-0.03971,0.01038,-10.96171,21.79187,-35.57439,20,
7915071,35.97363,95219,9.23221,38.77700,521.24139,1.12702,2.70628,9.41815,0.02169,-0.04001,0.01008,-10.66939,21.76264,-35.22362,20,
7916421,35.98909,95219,9.21817,38.88400,521.15417,1.11266,2.67039,9.45404,0.02443,-0.03879,0.00886,-10.58170,21.48495,-35.00438,20,
7917772,35.99950,95220,9.19912,38.81300,521.15417,1.17009,2.59861,9.52583,0.02230,-0.03574,0.01069,-11.26863,21.26571,-35.09208,20,
7919121,36.00802,95221,9.20423,39.02900,521.06433,1.21316,2.66321,9.45404,0.02077,-0.04062,0.01130,-10.90324,21.63110,-35.19439,20,
7920471,36.02002,95221,9.19492,38.88400,521.15417,1.14855,2.72782,9.44686,0.02657,-0.04032,0.00702,-11.22479,21.06109,-34.69746,20,
7921819,36.02980,95220,9.18070,39.21000,521.15417,1.19880,2.63450,9.45404,0.02443,-0.04184,0.01100,-10.71324,21.38264,-34.49284,20,
7923176,36.03484,95221,9.16149,39.39400,521.15417,1.15573,2.57707,9.48993,0.02535,-0.03451,0.00947,-11.06402,21.71880,-34.88746,20,
7924525,36.04684,95220,9.14249,39.35700,521.06433,1.18445,2.62732,9.38944,0.02535,-0.03238,0.00825,-11.10786,21.80649,-35.63285,20,
7925873,36.05568,95221,9.11372,39.28400,521.15417,1.24905,2.64885,9.41097,0.02077,-0.03971,0.01038,-11.28325,21.68956,-35.35516,20,
7927222,36.06641,95220,9.08018,39.46800,521.15417,1.11266,2.62014,9.43251,0.02627,-0.03726,0.01130,-11.00555,21.26571,-35.16515,20,
7928573,36.07303,95221,9.06586,39.39400,521.06433,1.04806,2.65603,9.51865,0.02077,-0.03543,0.00886,-10.99094,21.63110,-35.17977,20,
7929922,36.08345,95219,9.05167,39.54200,521.24139,1.15573,2.69193,9.46122,0.02169,-0.03635,0.01191,-11.31248,21.55802,-35.34055,20,
7931322,36.06893,95218,9.03670,39.43100,521.24139,1.16291,2.67039,9.44686,0.02474,-0.04001,0.01038,-11.21017,21.35340,-35.39901,20,
7932670,36.07650,95220,9.03210,39.24700,521.06433,1.19163,2.66321,9.46122,0.02443,-0.03818,0.00855,-11.41479,21.41187,-34.71207,20,
7934023,36.09481,95219,9.03751,39.10100,521.15417,1.14138,2.69193,9.47558,0.02566,-0.03940,0.00977,-11.07863,21.33879,-34.40514,20,
7935376,36.10617,95219,9.03786,39.06500,521.24139,1.21316,2.65603,9.43969,0.02657,-0.03787,0.01191,-10.84478,21.85034,-35.51593,20,
7936724,36.11690,95219,9.05271,39.32000,521.24139,1.11266,2.59861,9.44686,0.02688,-0.03726,0.00977,-10.34785,21.54341,-34.97515,20,
7938076,36.12637,95219,9.06753,39.21000,521.32855,1.24187,2.69193,9.44686,0.02199,-0.03574,0.01252,-10.97632,21.63110,-34.68284,20,
7939424,36.13773,95218,9.08725,39.06500,521.24139,1.20598,2.60578,9.46122,0.02474,-0.03848,0.01069,-10.64016,21.38264,-35.20900,20,
7940772,36.14782,95219,9.11177,39.02900,521.24139,1.18445,2.59143,9.37508,0.02169,-0.03696,0.01038,-10.62555,21.41187,-35.41362,20,
7942121,36.15571,95219,9.12171,38.88400,521.24139,1.22034,2.68475,9.48276,0.02230,-0.03635,0.00947,-10.85940,21.09032,-34.74130,20,
7943474,36.16234,95217,9.13644,38.99200,521.32855,1.17727,2.64885,9.45404,0.02321,-0.03879,0.00947,-11.16633,21.58726,-34.05437,20,
7944822,36.17054,95218,9.16092,38.84800,521.24139,1.12702,2.64885,9.45404,0.02443,-0.03512,0.00916,-11.22479,21.38264,-34.66822,20,
7946170,36.18191,95218,9.15159,39.02900,521.32855,1.24905,2.59143,9.46122,0.02169,-0.03910,0.00947,-11.37094,21.33879,-36.21748,20,
7947523,36.19043,95218,9.13733,39.13700,521.32855,1.06241,2.69193,9.42533,0.02199,-0.03390,0.00825,-11.72172,21.66033,-35.45747,20,
7948874,36.19800,95219,9.12303,39.10100,521.32855,1.21316,2.63450,9.44686,0.02169,-0.03848,0.01191,-11.48787,21.79187,-35.45747,20,
7950271,36.18601,95217,9.09844,39.02900,521.41577,1.17727,2.67039,9.46840,0.02382,-0.03726,0.00916,-11.37094,21.14879,-35.15054,20,
7951620,36.19547,95216,9.09390,39.39400,521.41577,1.18445,2.56989,9.43251,0.02382,-0.03146,0.01038,-11.10786,21.93803,-35.77901,20,
7952968,36.21410,95217,9.07511,39.10100,521.41577,1.17009,2.66321,9.44686,0.02596,-0.04001,0.00886,-11.10786,21.60187,-34.90208,20,
7954321,36.22703,95218,9.07068,39.28400,521.32855,1.25623,2.62732,9.43251,0.02321,-0.04154,0.01344,-11.10786,21.60187,-34.47822,20,
7955670,36.23871,95218,9.06136,39.35700,521.32855,1.25623,2.70628,9.41097,0.02443,-0.03971,0.01069,-11.70710,21.47033,-34.30284,20,
7957018,36.24944,95217,9.06653,39.21000,521.41577,1.17009,2.69193,9.36790,0.02138,-0.03818,0.01008,-11.25402,21.30956,-34.84361,20,
7958366,36.26017,95218,9.07171,39.24700,521.41577,1.15573,2.62014,9.46840,0.02474,-0.03696,0.00855,-11.73633,21.49956,-35.55978,20,
7959720,36.26680,95219,9.09129,39.10100,521.24139,1.19880,2.68475,9.44686,0.02443,-0.03696,0.00733,-11.38556,21.70418,-35.13593,20,
7961068,36.27437,95218,9.11575,39.10100,521.41577,1.19163,2.66321,9.41097,0.02688,-0.03971,0.00825,-11.31248,21.76264,-34.15668,20,
7962416,36.28510,95217,9.12093,38.74100,521.41577,1.17727,2.58425,9.38944,0.02443,-0.03635,0.01313,-11.29787,21.55802,-34.59515,20,
7963764,36.29425,95217,9.14060,38.95600,521.41577,1.19163,2.68475,9.46840,0.02566,-0.03879,0.01069,-10.64016,21.09032,-34.93131,20,
7965116,36.29993,95217,9.15047,38.95600,521.41577,1.22034,2.64168,9.40379,0.02199,-0.03848,0.01222,-10.93248,22.12803,-34.78515,20,
7966465,36.30877,95217,9.15559,38.92000,521.41577,1.11266,2.64168,9.38944,0.02352,-0.03848,0.01038,-10.78632,21.96726,-35.55978,20,
7967814,36.31792,95217,9.14619,38.84800,521.41577,1.12702,2.68475,9.35354,0.02413,-0.03879,0.01038,-11.38556,21.92341,-34.71207,20,
7969204,36.30719,95217,9.16524,38.67000,521.41577,1.15573,2.56271,9.41097,0.02413,-0.03787,0.01191,-10.99094,21.73341,-34.69746,20,
7970552,36.31540,95217,9.16065,38.63400,521.41577,1.15573,2.68475,9.37508,0.02169,-0.03635,0.01100,-10.71324,21.83572,-34.68284,20,
7971905,36.32897,95216,9.17562,38.52800,521.50293,1.19880,2.62014,9.46122,0.02657,-0.04093,0.01161,-10.88863,21.30956,-35.20900,20,
7973254,36.34159,95216,9.17602,38.67000,521.41577,1.11984,2.66321,9.44686,0.02596,-0.03940,0.00977,-10.90324,21.71880,-35.32593,20,
7974600,36.35610,95216,9.16678,38.74100,521.41577,1.13420,2.59861,9.44686,0.02321,-0.04062,0.00886,-10.77170,22.39111,-35.23823,20,
7975950,36.36557,95217,9.17193,38.88400,521.41577,1.05523,2.66321,9.41815,0.02169,-0.03482,0.01130,-11.07863,21.68956,-34.65361,20,
7977297,36.37598,95217,9.16256,38.88400,521.41577,1.24905,2.64885,9.45404,0.02443,-0.03940,0.01466,-10.62555,21.89418,-34.63900,20,
7978646,36.38419,95218,9.15313,38.88400,521.32855,1.11984,2.67039,9.48276,0.02871,-0.03726,0.01038,-10.71324,22.09880,-34.66822,20,
7979997,36.39177,95218,9.13882,38.99200,521.41577,1.28495,2.54118,9.38226,0.02505,-0.03696,0.00886,-11.29787,22.47881,-33.39667,20,
7981345,36.39902,95218,9.11967,39.02900,521.32855,1.20598,2.63450,9.44686,0.02596,-0.03940,0.01069,-11.21017,22.06957,-34.47822,20,
7982695,36.40597,95218,9.10535,38.74100,521.32855,1.27059,2.68475,9.41097,0.02505,-0.03696,0.01222,-10.77170,21.87957,-35.42824,20,
7984048,36.41196,95218,9.11038,39.10100,521.32855,1.19163,2.56271,9.35354,0.02535,-0.04001,0.00947,-11.69249,21.55802,-35.48670,20,
7985399,36.41764,95217,9.09602,39.06500,521.32855,1.19163,2.67039,9.48276,0.02291,-0.03757,0.01191,-11.48787,21.86495,-35.73516,20,
7986771,36.41607,95217,9.09597,38.95600,521.32855,1.27059,2.62014,9.42533,0.02535,-0.03757,0.00702,-11.47325,21.98188,-36.07132,20,
7988120,36.42458,95217,9.10108,38.95600,521.41577,1.14855,2.62732,9.47558,0.02932,-0.03696,0.01038,-10.80094,22.08418,-35.04823,20,
7989469,36.43721,95217,9.09663,39.06500,521.41577,1.14855,2.56989,9.43969,0.02291,-0.03543,0.00977,-10.69863,21.95265,-34.60976,20,
7990821,36.44668,95218,9.08724,39.13700,521.32855,1.15573,2.59861,9.51147,0.02230,-0.04032,0.00825,-11.03479,22.40573,-35.77901,20,
